datetime,Sq,S,E1,E2,H,R,D,V
10-Aug-2020,8254682,1843501,402985,96211,95058,74090,3961,5356126
11-Aug-2020,8235861,1831610,421222,100299,99600,77738,4157,5599881
12-Aug-2020,8216272,1819334,440127,104512,104331,81550,4361,5852693
13-Aug-2020,8195895,1806671,459710,108849,109257,85530,4575,6114725
14-Aug-2020,8174710,1793620,479983,113308,114383,89685,4798,6386133
15-Aug-2020,8152697,1780182,500952,117890,119715,94020,5031,6667033
16-Aug-2020,8129837,1766358,522627,122592,125257,98542,5274,6957574
17-Aug-2020,8106113,1752151,545013,127411,131015,103256,5527,7257851
18-Aug-2020,8081506,1737563,568117,132346,136994,108169,5792,7567952
19-Aug-2020,8056001,1722601,591941,137392,143198,113287,6067,7887956
20-Aug-2020,8029580,1707270,616489,142547,149632,118615,6354,8217912
21-Aug-2020,8002231,1691577,641760,147806,156300,124160,6653,8557852
22-Aug-2020,7973940,1675530,667755,153165,163207,129927,6963,8907820
23-Aug-2020,7944693,1659140,694469,158618,170356,135924,7287,9267766
24-Aug-2020,7914482,1642417,721901,164159,177751,142155,7623,9637676
25-Aug-2020,7883296,1625374,750042,169782,185394,148627,7973,10017503
26-Aug-2020,7851127,1608024,778885,175481,193289,155345,8336,10407167
27-Aug-2020,7817971,1590381,808421,181248,201439,162315,8712,10806571
28-Aug-2020,7783821,1572461,838639,187075,209844,169543,9104,11215596
29-Aug-2020,7748676,1554280,869524,192956,218508,177034,9509,11634074
30-Aug-2020,7712535,1535857,901061,198880,227431,184794,9930,12061851
31-Aug-2020,7675398,1517209,933234,204839,236614,192827,10365,12498724
01-Sep-2020,7637270,1498357,966024,210825,246058,201138,10816,12944481
02-Sep-2020,7598154,1479319,999411,216827,255761,209733,11283,13398875
03-Sep-2020,7558057,1460117,1033371,222836,265725,218615,11766,13861622
04-Sep-2020,7516989,1440772,1067883,228841,275947,227790,12265,14332494
05-Sep-2020,7474961,1421306,1102921,234834,286425,237260,12780,14811132
06-Sep-2020,7431984,1401739,1138457,240804,297159,247031,13313,15297224
07-Sep-2020,7388074,1382095,1174466,246740,308145,257105,13862,15790435
08-Sep-2020,7343247,1362394,1210917,252633,319381,267486,14429,16290400
09-Sep-2020,7297523,1342659,1247782,258473,330861,278177,15013,16796749
10-Sep-2020,7250920,1322912,1285028,264249,342583,289180,15615,17309130
11-Sep-2020,7203461,1303174,1322625,269951,354543,300499,16235,17827063
12-Sep-2020,7155169,1283465,1360541,275572,366733,312135,16872,18350206
13-Sep-2020,7106070,1263807,1398742,281100,379151,324090,17528,18878121
14-Sep-2020,7056190,1244218,1437196,286527,391788,336366,18203,19410382
15-Sep-2020,7005556,1224718,1475869,291845,404640,348964,18895,19946568
16-Sep-2020,6954198,1205325,1514728,297046,417699,361885,19607,20486233
17-Sep-2020,6902146,1186057,1553739,302121,430958,375130,20337,21028944
18-Sep-2020,6849431,1166930,1592869,307063,444409,388699,21085,21574274
19-Sep-2020,6796085,1147960,1632085,311866,458046,402592,21853,22121778
20-Sep-2020,6742140,1129161,1671354,316523,471859,416810,22639,22671036
21-Sep-2020,6687631,1110547,1710643,321029,485841,431351,23444,23221594
22-Sep-2020,6632590,1092130,1749922,325378,499983,446216,24268,23773037
23-Sep-2020,6577052,1073922,1789157,329566,514276,461403,25112,24325012
24-Sep-2020,6521052,1055933,1828320,333588,528711,476910,25974,24877004
25-Sep-2020,6464624,1038172,1867380,337440,543279,492738,26855,25428654
26-Sep-2020,6407803,1020649,1906308,341121,557970,508883,27754,25979576
27-Sep-2020,6350623,1003369,1945076,344626,572776,525344,28673,26529376
28-Sep-2020,6293119,986341,1983657,347955,587686,542118,29610,27077702
29-Sep-2020,6235325,969568,2022025,351106,602692,559205,30567,27624194
30-Sep-2020,6177275,953056,2060154,354077,617783,576600,31541,28168429
01-Oct-2020,6119002,936808,2098021,356869,632951,594301,32535,28710170
02-Oct-2020,6060540,920828,2135602,359480,648186,612305,33547,29249030
03-Oct-2020,6001920,905116,2172874,361912,663478,630610,34577,29784707
04-Oct-2020,5943174,889676,2209818,364165,678818,649212,35625,30316912
05-Oct-2020,5884333,874506,2246412,366240,694197,668107,36692,30845323
06-Oct-2020,5825428,859609,2282637,368140,709605,687292,37776,31369708
07-Oct-2020,5766488,844982,2318476,369865,725034,706764,38879,31889783
08-Oct-2020,5707541,830625,2353912,371417,740475,726518,39999,32405294
09-Oct-2020,5648616,816537,2388928,372800,755918,746551,41136,32916016
10-Oct-2020,5589740,802716,2423509,374016,771356,766859,42291,33421688
11-Oct-2020,5530937,789159,2457642,375068,786780,787437,43463,33922143
12-Oct-2020,5472235,775863,2491313,375959,802182,808282,44652,34417228
13-Oct-2020,5413656,762827,2524510,376693,817554,829390,45858,34906608
14-Oct-2020,5355224,750046,2557222,377272,832887,850755,47081,35390202
15-Oct-2020,5296962,737517,2589437,377701,848176,872374,48320,35867835
16-Oct-2020,5238891,725236,2621148,377983,863411,894242,49575,36339344
17-Oct-2020,5181031,713201,2652344,378123,878587,916355,50847,36804619
18-Oct-2020,5123403,701406,2683017,378124,893695,938708,52134,37263484
19-Oct-2020,5066024,689847,2713161,377991,908731,961297,53437,37715791
20-Oct-2020,5008913,678521,2742769,377727,923686,984117,54755,38161531
21-Oct-2020,4952086,667423,2771834,377336,938556,1007163,56089,38600504
22-Oct-2020,4895560,656549,2800352,376823,953334,1030432,57438,39032649
23-Oct-2020,4839349,645894,2828319,376193,968014,1053917,58801,39457887
24-Oct-2020,4783469,635454,2855729,375449,982591,1077615,60179,39876097
25-Oct-2020,4727932,625226,2882581,374595,997060,1101521,61572,40287292
26-Oct-2020,4672752,615203,2908871,373636,1011416,1125630,62979,40691349
27-Oct-2020,4617941,605383,2934596,372575,1025654,1149938,64400,41088227
28-Oct-2020,4563509,595761,2959756,371417,1039770,1174440,65834,41477888
29-Oct-2020,4509467,586332,2984349,370167,1053759,1199132,67282,41860255
30-Oct-2020,4455826,577092,3008374,368827,1067618,1224008,68743,42235372
31-Oct-2020,4402594,568037,3031831,367402,1081342,1249064,70217,42603216
01-Nov-2020,4349780,559164,3054720,365896,1094928,1274296,71705,42963630
02-Nov-2020,4297391,550467,3077041,364313,1108372,1299698,73204,43316719
03-Nov-2020,4245436,541943,3098796,362656,1121672,1325267,74717,43662450
04-Nov-2020,4193920,533588,3119986,360929,1134824,1350999,76241,44000814
05-Nov-2020,4142850,525399,3140612,359135,1147826,1376887,77777,44331857
06-Nov-2020,4092231,517371,3160677,357279,1160675,1402929,79326,44655500
07-Nov-2020,4042069,509501,3180183,355363,1173368,1429119,80885,44971793
08-Nov-2020,3992367,501784,3199131,353391,1185904,1455454,82456,45280829
09-Nov-2020,3943131,494219,3217526,351366,1198279,1481928,84038,45582515
10-Nov-2020,3894363,486800,3235370,349291,1210494,1508538,85631,45876924
11-Nov-2020,3846066,479525,3252666,347170,1222545,1535280,87235,46164088
12-Nov-2020,3798245,472391,3269419,345005,1234431,1562148,88849,46443990
13-Nov-2020,3750899,465394,3285631,342799,1246151,1589139,90473,46716775
14-Nov-2020,3704033,458531,3301308,340556,1257704,1616249,92107,46982381
15-Nov-2020,3657647,451799,3316452,338277,1269088,1643474,93751,47240878
16-Nov-2020,3611742,445194,3331069,335965,1280302,1670810,95405,47492312
17-Nov-2020,3566320,438715,3345163,333623,1291346,1698252,97068,47736698
18-Nov-2020,3521381,432358,3358739,331254,1302219,1725796,98740,47974183
19-Nov-2020,3476925,426121,3371801,328859,1312921,1753440,100421,48204766
20-Nov-2020,3432952,420000,3384355,326441,1323450,1781178,102111,48428405
21-Nov-2020,3389462,413993,3396406,324002,1333807,1809007,103810,48645274
22-Nov-2020,3346454,408098,3407959,321545,1343992,1836924,105517,48855394
23-Nov-2020,3303928,402311,3419018,319070,1354004,1864924,107232,49058822
24-Nov-2020,3261882,396631,3429591,316581,1363843,1893004,108955,49255664
25-Nov-2020,3220315,391055,3439682,314080,1373510,1921160,110686,49445874
26-Nov-2020,3179226,385581,3449296,311567,1383004,1949389,112424,49629606
27-Nov-2020,3138613,380206,3458440,309044,1392326,1977687,114170,49806965
28-Nov-2020,3098475,374929,3467119,306514,1401476,2006051,115923,49977901
29-Nov-2020,3058808,369747,3475339,303978,1410455,2034477,117683,50142543
30-Nov-2020,3019612,364658,3483105,301437,1419263,2062962,119450,50300958
01-Dec-2020,2980883,359660,3490425,298893,1427901,2091502,121224,50453170
02-Dec-2020,2942619,354751,3497303,296348,1436369,2120095,123004,50599375
03-Dec-2020,2904817,349929,3503745,293801,1444668,2148736,124791,50739514
04-Dec-2020,2867475,345192,3509758,291256,1452799,2177424,126583,50873703
05-Dec-2020,2830590,340539,3515348,288712,1460763,2206154,128382,51002015
06-Dec-2020,2794158,335967,3520520,286172,1468560,2234923,130186,51124494
07-Dec-2020,2758177,331475,3525281,283636,1476192,2263730,131996,51241325
08-Dec-2020,2722644,327061,3529637,281105,1483660,2292569,133812,51352480
09-Dec-2020,2687554,322723,3533593,278580,1490964,2321440,135632,51457992
10-Dec-2020,2652905,318461,3537156,276063,1498106,2350338,137458,51558036
11-Dec-2020,2618694,314271,3540332,273553,1505086,2379261,139289,51652641
12-Dec-2020,2584916,310154,3543127,271053,1511907,2408207,141125,51741888
13-Dec-2020,2551567,306106,3545547,268562,1518569,2437171,142965,51825889
14-Dec-2020,2518646,302128,3547597,266081,1525073,2466153,144810,51904603
15-Dec-2020,2486147,298216,3549285,263612,1531421,2495148,146659,51978230
16-Dec-2020,2454066,294371,3550615,261154,1537614,2524155,148512,52046850
17-Dec-2020,2422401,290590,3551595,258709,1543653,2553170,150369,52110422
18-Dec-2020,2391147,286872,3552229,256277,1549540,2582192,152231,52169094
19-Dec-2020,2360300,283217,3552524,253858,1555276,2611218,154095,52222930
20-Dec-2020,2329856,279622,3552485,251453,1560862,2640245,155964,52271967
21-Dec-2020,2299812,276087,3552118,249063,1566300,2669271,157836,52316408
22-Dec-2020,2270163,272609,3551430,246688,1571591,2698294,159711,52356176
23-Dec-2020,2240905,269189,3550426,244328,1576738,2727311,161590,52391400
24-Dec-2020,2212035,265825,3549111,241984,1581740,2756320,163471,52422153
25-Dec-2020,2183548,262516,3547492,239656,1586600,2785319,165356,52448482
26-Dec-2020,2155440,259261,3545573,237345,1591319,2814306,167243,52470574
27-Dec-2020,2127707,256058,3543361,235050,1595899,2843279,169133,52488361
28-Dec-2020,2100345,252907,3540861,232773,1600340,2872235,171025,52501927
29-Dec-2020,2073350,249807,3538079,230513,1604646,2901172,172920,52511418
30-Dec-2020,2046718,246756,3535020,228270,1608816,2930089,174817,52516856
31-Dec-2020,2020445,243754,3531689,226046,1612853,2958984,176716,52518320
01-Jan-2021,1994527,240800,3528092,223839,1616759,2987854,178618,52515912
02-Jan-2021,1968959,237893,3524233,221650,1620534,3016698,180521,52509582
03-Jan-2021,1943738,235031,3520120,219480,1624180,3045513,182426,52499551
04-Jan-2021,1918859,232215,3515755,217328,1627699,3074299,184332,52485856
05-Jan-2021,1894319,229443,3511146,215195,1631092,3103052,186240,52468458
06-Jan-2021,1870114,226714,3506296,213080,1634361,3131772,188150,52447502
07-Jan-2021,1846239,224028,3501210,210984,1637508,3160457,190061,52423041
08-Jan-2021,1822691,221384,3495895,208907,1640533,3189105,191973,52395106
09-Jan-2021,1799465,218780,3490354,206849,1643438,3217715,193886,52363892
10-Jan-2021,1776558,216217,3484592,204809,1646226,3246284,195801,52329299
11-Jan-2021,1753966,213693,3478615,202789,1648896,3274812,197716,52291454
12-Jan-2021,1731684,211208,3472427,200788,1651452,3303296,199632,52250420
13-Jan-2021,1709710,208761,3466033,198805,1653894,3331736,201548,52206238
14-Jan-2021,1688038,206351,3459437,196842,1656223,3360130,203466,52159079
15-Jan-2021,1666666,203978,3452644,194897,1658442,3388475,205383,52108843
16-Jan-2021,1645590,201641,3445658,192972,1660552,3416772,207302,52055645
17-Jan-2021,1624805,199339,3438484,191065,1662554,3445019,209220,51999592
18-Jan-2021,1604308,197072,3431127,189178,1664450,3473214,211139,51940697
19-Jan-2021,1584096,194839,3423590,187309,1666241,3501355,213058,51879029
20-Jan-2021,1564164,192639,3415878,185458,1667929,3529443,214976,51814671
21-Jan-2021,1544508,190473,3407995,183627,1669514,3557474,216895,51747569
22-Jan-2021,1525127,188338,3399946,181814,1670999,3585450,218814,51677943
23-Jan-2021,1506015,186235,3391734,180020,1672385,3613367,220732,51605789
24-Jan-2021,1487169,184163,3383363,178244,1673673,3641225,222651,51531069
25-Jan-2021,1468586,182122,3374838,176486,1674865,3669022,224568,51453917
26-Jan-2021,1450261,180110,3366163,174747,1675962,3696759,226485,51374372
27-Jan-2021,1432193,178129,3357340,173025,1676965,3724433,228402,51292456
28-Jan-2021,1414377,176176,3348375,171322,1677876,3752043,230318,51208347
29-Jan-2021,1396810,174251,3339271,169637,1678696,3779589,232234,51121926
30-Jan-2021,1379488,172355,3330031,167970,1679426,3807070,234148,51033316
31-Jan-2021,1362408,170486,3320660,166320,1680068,3834484,236062,50942563
01-Feb-2021,1345567,168644,3311160,164688,1680623,3861831,237974,50849700
02-Feb-2021,1328962,166829,3301536,163073,1681092,3889109,239886,50754879
03-Feb-2021,1312589,165039,3291791,161476,1681477,3916318,241797,50657974
04-Feb-2021,1296446,163276,3281929,159895,1681779,3943457,243706,50559121
05-Feb-2021,1280529,161537,3271952,158332,1681998,3970525,245614,50458390
06-Feb-2021,1264834,159823,3261864,156786,1682138,3997522,247521,50355783
07-Feb-2021,1249359,158134,3251668,155256,1682197,4024445,249427,50251362
08-Feb-2021,1234102,156469,3241368,153743,1682179,4051296,251331,50145185
09-Feb-2021,1219058,154827,3230967,152247,1682083,4078072,253233,50037198
10-Feb-2021,1204224,153208,3220468,150767,1681912,4104774,255134,49927615
11-Feb-2021,1189599,151612,3209874,149303,1681666,4131400,257034,49816394
12-Feb-2021,1175179,150038,3199188,147855,1681347,4157949,258931,49703500
13-Feb-2021,1160960,148487,3188412,146423,1680955,4184422,260827,49589055
14-Feb-2021,1146941,146957,3177551,145007,1680492,4210817,262722,49473082
15-Feb-2021,1133119,145448,3166607,143607,1679959,4237134,264614,49355598
16-Feb-2021,1119490,143960,3155582,142221,1679357,4263373,266504,49236758
17-Feb-2021,1106052,142493,3144479,140852,1678687,4289532,268393,49116433
18-Feb-2021,1092802,141046,3133302,139497,1677951,4315610,270279,48994738
19-Feb-2021,1079738,139619,3122052,138157,1677149,4341609,272163,48871705
20-Feb-2021,1066857,138212,3110733,136832,1676282,4367526,274045,48747359
21-Feb-2021,1054156,136823,3099347,135522,1675352,4393362,275925,48621830
22-Feb-2021,1041633,135454,3087897,134226,1674359,4419116,277803,48494980
23-Feb-2021,1029285,134104,3076385,132945,1673305,4444787,279678,48366955
24-Feb-2021,1017110,132771,3064813,131678,1672190,4470375,281551,48237792
25-Feb-2021,1005104,131457,3053184,130425,1671015,4495879,283422,48107486
26-Feb-2021,993267,130161,3041501,129186,1669783,4521300,285290,47976089
27-Feb-2021,981595,128882,3029765,127960,1668492,4546637,287155,47843644
28-Feb-2021,970087,127620,3017979,126748,1667146,4571888,289018,47710094
01-Mar-2021,958738,126376,3006146,125550,1665743,4597055,290879,47575643
02-Mar-2021,947549,125147,2994267,124365,1664286,4622136,292737,47440222
03-Mar-2021,936515,123936,2982344,123193,1662775,4647131,294592,47303797
04-Mar-2021,925635,122740,2970380,122035,1661212,4672041,296444,47166478
05-Mar-2021,914907,121561,2958377,120889,1659596,4696863,298294,47028279
06-Mar-2021,904328,120397,2946337,119756,1657930,4721599,300141,46889208
07-Mar-2021,893896,119248,2934262,118635,1656213,4746248,301985,46749402
08-Mar-2021,883609,118114,2922153,117527,1654447,4770810,303826,46608724
09-Mar-2021,873466,116996,2910014,116431,1652633,4795283,305664,46467283
10-Mar-2021,863463,115892,2897844,115347,1650771,4819669,307500,46325100
11-Mar-2021,853599,114803,2885648,114276,1648863,4843967,309332,46182193
12-Mar-2021,843872,113728,2873425,113216,1646908,4868177,311161,46038669
13-Mar-2021,834280,112666,2861179,112168,1644909,4892297,312987,45894388
14-Mar-2021,824821,111619,2848911,111131,1642865,4916329,314810,45749500
15-Mar-2021,815493,110585,2836622,110106,1640778,4940272,316630,45604015
16-Mar-2021,806294,109565,2824314,109092,1638648,4964126,318447,45457924
17-Mar-2021,797222,108558,2811990,108090,1636477,4987891,320260,45311270
18-Mar-2021,788275,107564,2799650,107098,1634264,5011566,322071,45164082
19-Mar-2021,779452,106582,2787296,106118,1632010,5035152,323878,45016305
20-Mar-2021,770750,105613,2774929,105148,1629717,5058647,325681,44868131
21-Mar-2021,762169,104657,2762552,104189,1627386,5082053,327482,44719469
22-Mar-2021,753706,103713,2750165,103240,1625015,5105369,329279,44570290
23-Mar-2021,745359,102781,2737771,102302,1622608,5128595,331072,44420694
24-Mar-2021,737127,101860,2725370,101374,1620164,5151730,332863,44270683
25-Mar-2021,729007,100952,2712964,100456,1617683,5174775,334649,44120263
26-Mar-2021,721000,100055,2700554,99548,1615167,5197730,336432,43969552
27-Mar-2021,713102,99169,2688142,98650,1612617,5220595,338212,43818411
28-Mar-2021,705312,98294,2675729,97762,1610032,5243369,339988,43666945
29-Mar-2021,697629,97430,2663317,96884,1607414,5266052,341761,43515163
30-Mar-2021,690051,96578,2650905,96015,1604763,5288645,343530,43363078
